fulltext,label
"مثه ویگن باشید... لامصب از سر به نیست کردن عشقشم آهنگ درمیاورد""با تو رفتم / بی تو باز آمدم""",0
 : تکنسین داروخانه داره از دیت مزخرفش حرف میزنه؛ داروسازه برگشته بهش میگه: عجب آدم عوضی‌ای‌ه، شرط میبندم طرفدار ترامپ‌ه! یه دار…,1
 حرص نخور عزیز برادر ، مگه تازه وارد کار شده ای که از این برخوردها می رنجی ، این اتفاق هر روز دور رو بر ما می چرخد ، البته متاسفانه ....,0
 من از بازار یه مویزی گرفته بودم که لیس کمثله شئ. ادعا می‌کنم که بهترین مویز جهان بود.,0
 من چند تا دوست افغان دارم خیلی از این وطن فروشان مقل انصاریان رفیق بودن برام شما گوه خوری زیادی انصاریان و نزار به حساب مردم بزار به حساب فرقه تبهکار که این چنین آشغال هایی رو تو صدا و سیما میلی ازشون استفاده میکنه,1
 از آنتونیو باندراس بخاطر فیلم گناه اصیل بدم میاد ولی این نیزر زیبا بود دمت گرم نصف شبی :)),0
 بسلامتي و ميمنت مباركا باشه خيلي خوشحال شدم،انشاالله روزي همه ي جونا و شما از طرف من هم بهشون تبريك بگيد همراه بهترين ارزوها،هميشه با عشق باشن و شاد ,0
 شما برو ببین که چرا یک گروه خودسر باید بره و ترور انجام بده. مو فرفری احمق منو بلام کن که دیگه طاقت شنیدن چرت و پرتات رو ندارم,1
 : و چه چهره‌های رقت انگیزی، چه هراسناک! چه ساده نوع بشر را میفریفتند و هنوز هم.ای‌کاش ای‌کاشقضاوتی قضاوتی قضاوتیدرکار…,1
یه روز 20 نفر از بچها ی دبیرستان زده بودن تو پروفایشلون فرشته بیشعوره :))))همه جا ابروم رفت :'))))))),1
فک کنم توی بهشت صبحونه چند تیکه پیتزای مونده ی شب قبلو میارن,0
شما هم اینو با آهنگ مهستی خوندین یا فقط من بیمارم؟«تمام دنیا یک طرف٬ مردم ایران یک طرف عزیزم» ,0
شب سردی‌ست و من با دل سردبه خودم می‌گویم :خبری نیست‌، بخوابباز هم خواب محبت دیدی...حمید‌ مصدق,0
#تذکرةاولیاء #عطارذکر شیخ #ابوالحسن_خرقانیصحبت با خدای کنید با خلق مکنید که دیدنی خداست و دوست داشتنی خدا و آنکس که به وی نازید خداست و گفتنی خداست و شنودنی خداست.هر که با خدای تعالی زندگانی کند دیدنی ها همه دیده بُوَد شنیدنی ها همه شنیده و…,0
 بهر حال اگر قران خوندی و در ان اشتباه دیدی خوب ادرس و نشونی بده تا منم مراجعه کنماما اگر نخوندی و فقط طوطی وار گفته های مشتی احمق را تکرار میکنی بهتره تنبلی را بزاری کنار و عقل و شعورت را بکار ببندی و خودت بری بخونی شاید تو استباهات بیشتری پیدا کردی,1
 احساس میکنم تصور تقریبا همه ما اشتباهه.اگر هنوز نشناخته ما رو دوست داره، معلوم نیست وقتی شناخت هم همینجوری بمونه.محبت اگر بعد از شناخت ایجاد بشه، موندگارتره.عشق موندگار اغلب وقتی میاد که این شرایط جمع بشه: ایمان، اخلاق.,0
من اگه میخواستم مثل تو بی ادب و بی شخصیت و نمک نشناس باشم میشدم تو.من بشم تو؟؟؟؟ دور از جون,1
 بی خردی هم ممنوع هست...پارسال حسینی اعلام کرد که احمق ها و کم هوش ها جذب اپوزوسیون ری استارت نشن.,1
کاملن حقیقت دارد که یک زن می‌تواند عاشق یک زن شود و یک مرد عاشق یک مرد... بدون شک این همان عشقیست که وقتی فرشته باشیم، احساس می‌کنیممارگارت فولر( عَعَعَعَعَرررررر=((( ),0
 در کتاب درستی هیچ مطلبی در این باره برای دانش آموز 12 ساله نیاورده شما اگر بتوانی اثبات کنی که تمام پول نفت برای این کشورها مصرف میشود من سر تعظیم فرود می آورم وگرنه از سگ کمتری ,0
فروش منشا اشتباهه بازم میگم، میشه تغییر پست بدنش، بازیکنی که انقدر دونده هستو که رد نمیکنن بره، آقای برانکو نکن عزیز من این کارو.,0
 مشکلی بدبختی اون مردمه . اگر ثروتمند بودن طور دیگه ای باهاشون رفتار میشد,1
 جهل و تحجری که باعث تمایز من از فرهنگ و هویت و تابعیت عیران و عیرانی شود باعث مباهات و افتخار است!از #ایران_ویران تان متنفرم و با نهایت افتخار و شرف #من_تورکم#آزربایجان_جنوبی#آزربایجان_اشغالی,1
 ما را سریست با تو که گر خلق روزگاردشمن شوند و سر برود هم بر آن سریمگفتی ز خاک بیشترند اهل عشق مناز خاک بیشتر نه که از خاک کمتریم#سعدى,0
 ظاهرا احمق و اوباش و هر آنچه که میشه گفت ،خود تو هستی. کاش دنیا پربود از آدمهایی مثل این خانوم. چند تایی هم مثل تو که بهشون بخندیم و قدر اون خانوم رو بیشتر بدونیم. تو چطور نمیری از خجالت آب بشی بینوا؟امان از جهل که دامن تو رو گرفته بیشعور,1
 یه آدم بیشعور بی عقل از رو نادونی یه کاری کرده کل ایران اعصابشون خراب شده!آینده خودش تباه شد،آبروی خانوادش رفت.همون دوست دختری ام که الان داره خودشم بخواد مامان باباش نمیذارن با این باشه,1
 لرزه به کل تنم نشستبا هزار و یک بدبختی و خون دل دختر بزرگ کنی از گل نازک تر بهش نگی بیوفته زیردست چارتا حرومی سگ ناموس تخم گه این بلاهارو سرش بیارنکاشکی دستم به این کسکش میرسید کاشاگه سیرجان یه دونه مرد توش باشه باید این جاکشو ‌از کون بگاد,1
واقعا وقتی موهام صاف میشه شبیه یه نارگیل احمق میشم، فر که باشه فقط احمقم، این برای من انتخاب بهتریه ,1
به بزرگی آرزویت بیندیش؛به بزرگی کسیکه قراراست آرزویت رابراورده گرداند بیندیش،برای براورده شدن آرزوهایتان خداییمهربان آرزومندم رفقا.(هفته ای سرشاراز آرزوهای براورده شده آرزومندم برایتان),0
 : ایران زیبا. استان مازندران. رامسرزمستان در منطقه جواهرده ، روستای سلمل ,0
 :  اشتباه خواندن نماز میت توسط «رهبر مسلمین جهان» خامنه ای!!وقتی میگم علی گدای بی سواد عرازشه مثل قورباغه رگ گردنشون میزن…,1
این که چرا این سریال رو دنبال می‌کنم بماند اما بعد از ١٢ قسمت باید بگم مثل خیلی سریال‌های مشابه‌ش (عاشقانه و...) در واقع فانتزی‌های مرد ایرانیه. سگ اخلاق باشی و در عین حال همه‌ی دخترها برات غش و ضعف کنن و بتونی هرجور می‌خوای کنترل‌شون کنی. آخرین نعره‌های مردِ ماچوی ایرانی!,0
_خودمونیما چطور فقط با یه جمله#موسسات_آموزش_عالی_علوم_پزشکی_خصوصی سرشونو گرم کردم...دیگ وقتشه که استعفا بدم+نه دکتر! ما یادمان نمیرود#خودت_بمال#طرح_تحول_سلامت والان#سلامت_فدای_پول +بری دیگ برنگردی×ایشالا ,0
 دوست عزیزم من یک بمب ساعتی به شما هدیه میدم با ساعت نا معلوم برای انفجار و میگم خوب ازش نگه داری کن چون به موقع زنگ خواهد زد درکل شما صادقی رو ریت یا فیو یا دنبال کن ولی خواهشن من و امثال من را نه ممنون,0
 یکم زعفرون میزدی به زبون یا قلمه کمی مینداختی عالی تر میشد، به اون پایینی ها بگو این کله پاچه نیست که با برنج نخورن، این خوراک زبون مثل خوراک ماهیچه:))),0
مثل اینکه مقدار محبتی که به آدما میکنیم با نمک‌نشناسیشون رابطه‌ی مستقیم داره,0
 شاید افرادی که کار آکادمیک نمی‌کنن ندونن ولی از آدمی که دکترا گرفته انتظار میره که بدونه یا حداقل یه سرچ قبلش کرده باشه. اینقدر این سوال احمقانه است برای افراد آکادمیک که حد نداره.,1
پسر / دختری که کل صفحات کتاب رو (اونم امانتی از کتاب‌خونه) با های‌لایت قرمز جیغ خط بکشه، چیه؟,0
پیش‌بینی #گلدن_گلوببهترین فیلم کمدی/ موزیکال:نامزدها: آسیایی‌های خرپول / بازگشت مری پاپینز / گرین بوک / محبوب / معاونمی‌برد: گرین بوک / تعقیب کننده: محبوب / غایب بزرگ: کلاس هشتم / ,0
 :/ نه تو گفتي برميگرده با زن قبليش. اين سامي تا اينجاي كار برنگشته. عاشق همين دوس دخترشه,0
آن روزها رفتندآن روزهای خیرگی در رازهایجسمآن روزهای آشنایی های محتاطانه با زیبایی رگهای آبی رنگ,0
کسکشتر و بیناموستر از اونایی که میخان از رفسنجانی حرومزاده قهرمان ملی بسازن نداریم.. اون عده از مردم کودن و احمق که پستهای این طیف کثیف رو فالو میکنند فرقی نمیکنه چه در فضای حقیقی چه مجازی چطور میتونند جنایات هاشمی رو فراموش کنند،؟ احمقو بیشعور بودنم حدومرزی داره,1
اینها فقط گوشه ای از وعده ها و دستورهای روحانی هستند که البته به نتیجه هم نرسیده اند. آن هم در دوره ای که هم مجلس و هم شورای شهر و هم رسانه های داخلی و خارجی با دولت همسو هستند. باید گفت اگر کسی هنوز از اصلاحات دم میزند یا شیاد است یا احمق. ,1
به ابراز پشیمانی، ندامت، همدردی، پشتیبانی و حس دوستی و نزدیکی و خلاصه خیلی از اداهای آدمها دیگه اعتماد نمیکنم تا وقتی خودشون رو اثبات کنن.اثبات هم نکردن تهش رفیقی می مونه که کل بندر رو دنبال چایی لاته ای که دوست دارم برام گشته یا رفقایی که خونه شون همیشه امنه و همین چند نفر بس,0
 : پرونده شکنجه #اسماعیل_بخشی هم به مانند پرونده های قتل و شکنجه زهرا کاظمی، ستار بهشتی، بچه های کهریزک و...در حال بسته شدن ا…,0
 : از سخت‌ترین جداییها،جدایی از عشقی بود که همسایه دیوار به دیوار بود.گاهی توی حال بد،گوشم رو میگذاشتم به دیوار نازک بین دو…,0
همکارمکنار دستیمهمونی که یه مرد لات و اوباش و دزده و فقط مشتری های شرکت رو میچاپهامدوز به مدیرم گفت این یاسمن و دوستش هیچ گهی نیستن اصلا شوتنفقط چون یه آشغال عقده ایهمن یاسمن نیستم اگه تلافی این حرف رو سرش نیارم و ادبش نکنم,1
 : زندگی شاید شبیه نگاه های تو باشدسختزیباخواستنیو تو شاید شبیه زندگی باشیدل فریبآشناصمیمیجمع شدن تو و زندگی کنار هم چ…,0
 ممنوونمبله واقعن همه چیز عالی بود،ایشالا تشریف بیارید و ببینید ولذت ببرید از نزدیک,0
 به نظرم شما بیشتر گناه داشتی که اون صحنه حال بهم زنو دیدی,1
من هنوز نمی‌فهمم چرا اینقدر احمقین که عکس بچه‌های خردسالتون رو توی شبکه‌های اجتماعی به صورت عمومی منتشر می‌کنین، ولی انتظار ندارم روزی این حماقتتون تموم شه ,1
 فرهاد گربه منو باید ببینی پس ..خدای عشق و حاله بش حسودیم میشه ...,0
مشکل دنیا این است که احمق ها کاملا به خود ایمان دارند ، در حالیکه دانایان سرشار از شک و تردیدند !#برتراند_راسل,1
#صبح_همه_زیبا متفاوت نبودن در تبلیغات خودکشی محسوب می شود .#نکته_صبح#برندتیک,0
غروب اومدم خونه گلدونها رو آب بدمیه همسایه داریم طبقه اول ، کمتر از ۱ سال هست بواسطه دختر دانشجوشون اومدن تهران!یه موضوعی رو بهشون یادآوری کردم،بهم گفت عزیزم ، فکر کنم تازه اومدین تهران ساکن شدین  تو شهرستانها اینطوری هست ، تهران اینجوری نیستگفتم هان ، جانم ،,0
بنظرتون چطور میشه زد دهن مهن این مجریای بیشعور و سرویس کرد# #_ # # ,1
 : بعضی سران آمریکا وانمود می‌کنند دیوانه‌اند که البته من این را قبول ندارم اما احمق‌های درجه یکی هستند.#احمقهای_درجه_یک #…,1
یادمه در ‌شانزده سالگی لباس عروس زیبا و مجلل مادرم که به یادگار نگهداشته بود رو پوشیدم و از سه طرف جر خورد,0
 : باید که از جدایی، گاهی شکایتی کرد ورنه صبور بودن، آیین عاشقان نیست باید درید خرقه، باید حکایتی کرد گفتا که جای عاشق،…,0
 : گلرخ ابراهیمی ایرایی از زندان اوین؛ با دهه ی شصت در دشت بی فرهنگی خود غوطه خوردیم …,1
 : بعضی ها نباید ساده بگنشب بخیر و برن بخوابنیه دوستت دارمییه عزیزم خوب بخوابییه کلمه محبت آمیزییه چیزی باید قبلش بگنآد…,0
 کلا داریم در مورد چیزای مختلف حرف میزنیمگفتم خیلی ها نیاز ندارن برن دانشگاهشما به کسی فکر کن که علم ژنتیک هدف و علاقه مندیشهاین ادم هم برای یادگیری هم برای فعالیت نیاز داره تو آزمایشگاه ها کار کنه و برای این که دستش تو پروژه های مهم بیفته باید با استاد های خوب که خودشون فعالن,0
 چقد گیر دادی به سید پویان فک کنم خوب زده به هدفبراندازای بدبخت40 ساله هنوز هیچ غلطی نتونستین بکنین به قول یکی دو چیز نیاز دارین 1-شرف 2-جگر بیاین ,1
 ملتی که با این انگاره‌های احمقانه ذهنی خودشون رو نابغه و خدا می‌دونن و مثل دن کیشوت قهرمان خیالین...,1
کسی که به موقع میآد و برای با کلاس بودن، عده ای رو منتظر نمیذارهاحمق نیست،منظم و محترمه,1
سرمه اش هم گرچه مستثنی نباشد ای رفیقفرض کن بلبلان مست را الوان زیبا می برند ,0
 آخه پرسپولیس با پرچمِ عمه ی این عنترا رفت فینال آسیا نه ایران.با۱ مشت احمق طرفیم که بخاطر عقدشون از پرسپولیس حاضرن چشم رو همه توهین و خفتی ببندن,1
« عباس منتظری » بهترین استادی بود که تا به حال داشتم . (هم رده با کیوان نارویی ، بلکه کمی بهتر)درسته با امتحانش قطر دایره رو افزایش داد! اما دوستش خواهم داشت.,0
ای وای و حسرتا که اگر عشق یک نفسدر سال و ماه عمر، ز جانم جدا بودسنایی,0
این هشتگی که ذکر شد یکی از تخمی‌ترین هشتگ‌های تاریخ توییتر بود. انقدر احمقانه است که شک کردم نکنه بین فهماندن و فهمیدن یک تعادل اهریمنی برقرار باشه اینطور که هرچقدر تلاش کنی که بفهمانی طرف مقابل تلاش می‌کند که نفهمد.,1
 داستان دکتر جانقربان رو شنیدی؟ ایمپلنت آشغال چینی وارد میکرده جای برند درجه یک سوئیسی تو بدن بیمارا قرار میداده،این وسط ۳۰میلیارد به باقی پزشکا رشوه داده.حکمش شد اعدام، جانباز بود ،عوض شد،کردن ۲۷سال حبس،همونم با پول میخره,1
 : مدیر یک مدرسه در انگلستان: دانش‌آموزان گرسنه از سطل آشغال غذا می‌خورند ,1
برایم شعر بفرست حتی شعرهایی که عاشقان دیگرتبرای تو می گویند؛می خواهم بدانم:دیگران که دچار تو میشوند،تا کجای شعر پیش میروند؟!تا کجای عشق؟!تا کجای جاده ای که من؛در انتهای آن ایستاده ام...,0
 : پروژه احمق سازی نظام نتیجه اش میشه این که بعد از چهل سال قشر جوان مملکت نمیدونه محسن رضایی پسر دایی بختیاره …,1
 : اگه یک بار دیگه تویه کتاب تاریخ‌تمدن با کلمه‌ی سماحت و تساهل رو‌به‌رو بشم...گریه میکنم و بعدش هم ترک تحصیل!فردا هروقت من…,0
 ای جانم  توجه نکن به حرفای بقیه عزیزم ، خوشبخت باشین در کنار هم ,0
 من کلا کتابهای داستانی بلند رو رمان میدونستم تا این لحظه,0
 اگه بتونی از فروش چوب خشک پول دربیاری، میری منبت کاری یاد بگیری تا با هزینه گزاف عصای خوش نقش تولید کنی و کم تر پول در بیاری؟؟؟تا وقتی ما آشغال های تولید شدشون رو میخریم اونا هم آشغال تولید میکنن.,1
 عوا خاک به سرم من واقعا ممنونم از محبتتون من دوست پسر دارم,0
"آدمهايى هستند در زندگيتان؛ نمي گويم خوبند يا بدچگالى وجودشان بالاست...افکار، حرف زدن، رفتار،محبت داشتنشان و هر جزئى از وجودشان امضادار استيادت نمي رود ""هستن هايشان را""بس که حضورشان پر رنگ استردپا حک مي کنند،اينها روى دل و جانت...بس که بلدند ""باشند""#قیصر_امین_پور",0
 مردم احمق.چون برای کسی مرگ نمیخوام فقط آرزو میکنم نسل اینها منقرض بشه,1
خونه تنها باشی زلزله هم بیاد چه جمعه زیبایی واقعا,0
 به کسی میگن احمق که برای ماهیانه ۳۰ هزار تومن پول بسیجی مزدوری میکنه. حداقل اگه یه پول خوب بهتون میدادن ادم غصش نمیگرفت . #سردار_وقتشه_بری_سره_دار#زیر_لحاف_هم_از_ترس_بفکرمایی#,1
 آها :))))نه من آهنگ فوق العاده‌ی بنیامین رو میخوندم.,0
 : یه تنفر خاصی از همتون دارم.به صورت پیش فرض همه اتونو ابله و کودن می بینم.خاک تو سرتون براندازان مجازیِ هشتگ زن، گوجا!,1
دلیل قاطعانه یعنی گارفیلد هیچ روزی رو سر کار نمی‌رفت ولی به هر حال از دوشنبه‌ها متنفر بود.,1
بی شک یکی از بهترین لحظات زندگی یه مرد وقتی که بهش میگن دختر دار شدی :),0
لابد از قاعدهء هرچه خنگ تر زندگی بهتر استفاده میکنن!#امید_به_دلقکها #امید_به_احمقها,1
تو دستشویی بودم تازه فهمیدم تو امتحان یه اشتباه احمقانه کردم سه نمره پرید,1
 =))))))))))))) ولی جدی کون لق بقیه خودتو عشقه والا,0
چرا اینهمه بدبختی دامن ما رو گرفته؟ چند تا مریض روحی داریم ک ضعیفتر از خودشونو اسیر کردن؟ عجب مملکت گل و بلبلی داریم  ,1
 بچه کونی تو اصلا میدنی حیفا و تل اویو کجا هست که گوه زیادی میخوری روزگار بدی در انتظار بسیجیان احمق مثل توهه برای یه گونی برنج و یه حلب روغن بهتون بدن خواهر خودت میبری زیر پای رهبر چلاغت,1
 : عاشق اون لحظم كه تو بغلم خوابى عطر تنت داره ميپيچه تو سرم و دارم سعى ميكنى نفسامو با نفسات هماهنگ و يكى كنم,0
"فکر کنم با هوش‌تر و در عین حال احمق‌تر از این جماعت #لیبرال کسی تابحال ندیده باشه! خوانندگی با صدای زن در افتتاحیه #جشنواره_فیلم_فجر برای ""قبح‌شکنی""، اما با مضمون #چهل_سالگی #انقلاب_اسلامی :)#سلام_چهل_سالگیسلام ",1
آخه کجاش با عقل جور در میاد چند تا #سرهنگ برن با هواپیما گوشت بار بزنن؟ مثل این هست که کل استادای دانشگاه دسته جمعی برن قصابی واسه سِلف دانشگاه گوشت بخرن.یک رودهٔ راست نداره ج.ا البته خیلی کارهاشون هم سوپر احمقانست، آدم نمیدونه الان کدومشه: یک خریت دیگر یا باز هم #دروغ ,1
یه مشت مفعول و مزدور روسی دور فرش‌گرد سیرک اپوزسیونی راه انداختن تا به استمرار حکومت دلقک خایه‌منی استمرار ببخشن #علی_عبدالرضایی_صدای_براندازان#ملاملیجک_روسی#آیدولا_شاشزاده#دلقکهای_ولایی,1
 من نه بی سوادم نه بی هویت ... ضمنن برای دونستن معنی آنارشیسم کافیه یه سری به ویکیپدیا بزنی نه اینکه اینجوری بیسوادیت رو به رخ بکشی... #میرحسین_پهلوی #علی_عبدالرضایی #عملیات_گه_توگورملا #ملاونزوئلا,1
آن بهشتی که همه در طلبش معتکف اندمنِ کافر همه شب با تو به آغوش کشم,0
 : آقااا ما اشتباهی هشتگ #مطالبات_گلستان رو ترند کردیممث اینکه روحانی رفته استان گرگانواقعا ما بی سواد بی شناسنامه ایم,1
من همش به این فکر میکنم اگه با یه دختر کتابخون ازدواج کنم،اون کتابای که هردوتا مشترک یه جلد ازش داریمو چیکار باید بکنیمش,0
 داداش بحث این نیست کجا جریان داره.بحث حقابه هست.کشاورزای اصفهانی حقابه دارن.سند و مدرک دارن اما حقابشون میره جای دیگه.خودشون دارن تو فلاکت و بدبختی زندگی میکنن,1
هنوز مشکلم با همسایه های کودن برطرف نشده و هنوز با اونا در حال جنگم البته جنگی سرد و کاملا آرام ,1
كامنت هاي اينستاگرام درباره اقاميرينميدونم چرا بعضي ها اينجا خودشون رو داناي كل و هركي ميره اينستاگرام و احمق ميبينن:// ,1
 واقعا تهوع اوره احمقا ادعای شعورشونم میشه...... بیچاره این بچه ها ,1
حجت‌الاسلام #زائری ممنوع التصویر شد! رنجبر زاده، عضو هیأت رئیسه مجلس: در جلسه‌ای با حضور رئیس صداوسیما، معاونان وی مقرر شد از حضور زائری دربرنامه‌های صداوسیما ممانعت به عمل آید. #صداوسیما #احمق #بی_عقل,1
 هر کون پلنگی حالا قاشقو برمی داره یه عنی بخوره جا نمونه. نماینده ارومیه هم تو صفه بیاد نظر بده. همچین می گه امور داخلی کشور انگار رییس بانک مرکزیو تعیین کرده یارو. کیروش گفت یه عده همراه تیم ملی پول غذاشونو ندارن بدن. همه ی حرفش این بود. گیر یه مشت بی سواد لمپن افتادیم.,1
 : بچه ها!غیر از عاشقتم!هرگز ترکت نمیکنم!و فقط تو تو زندگیمی!دیگه چه جُک دیگه ای شنیدین؟,0
آدم باید چقدر احمق باشه تا به گزارشای نقض حقوق بشر در ایران قبل از انقلاب ۵۷ استناد کنه اما چشمشو روی گزارشای بعد انقلاب ببنده چون ما حقوق بشری آمریکایی(؟!!!!) رو قبول نداریم؟!آر‌پی‌جی لازمم :/,1
 برای این نوع حمایت از ج.ا فقط باید احمق باشن.واقعن مکار و شیاد نیستن:),1
 بله بله! دقیقا خودم بودم! این همه سند که ریخته تو زمین و هوا... من متعصب احمق نمیدونم چرا نمیبینم!,1
 و چی دلیلی بهتر از سلامهای پر از انرژی وگلهای زیبای شما,0
 مردم فرانسه مانند ایرانی‌ها احمق نیستند باور کنند یک خمینی در ماه دیده شده است و همچنین آنقدر زرنگ نیستند تا بتوانند چنین تاثیری بر کشوری دیگر داشته باشند . تویتت رو پاک کنی کمتر به داشتن شعورت شک خواهد شد !,1
 : یه جوری عرزشیا دارن با تجاوز در کما مانور میدن که هر کی ندونه میگه ما ک حجاب داریم اصن دیگه تجاوز نداریماحمق جوونای کشورت پاش…,1
 خب خیلی واضح و مبرهنه که اگه موفق هم بشه و باهاش ازدواج کنه و بچه، بدبخت میشه. به چه درد میخوره ازدواجی که از اولش معلومه طلاقه,1
 : بچه های تهرون عاشق بارونن!ولی درلهک همه ازبارون متنفرن!ازترس اینکه سقف گلی اتاق سرشون خراب نشه.#لهک,0
 آخه این بدبختها در محتوی با هم یکی هستند ...,1
 نه من ازش نمی‌پرسم که با کی بودی فقط درباره‌ی فعالیت جنسی خودش میپرسمشاید هم چون نمیخوام ازدواج کنم درک نمی کنم,0
بلیهدف دیگری(جز سو استفاده ) هم باشه نوعی محبته و از ارزشش کم نمیکنه ,0
 چه نتیجه گیری احمقانه ایدر ایران هم مجازاتی برای تجاوز به حیوان وجود ندارهیعنی آزادهپس نتیجه میگیریم ایرانیان مدام با حیوانات رابطه جنسی دارند؟احمق نباشید,1
 اینجا شباهت شدیدی به زن داییم داری که اتفاقا از من متنفره,1
اینکه هر کسی یه سلیقه و استایلی داره به خودش مربوطهاین تیپ معمول یا رسمی نیس فرق داره به خاطر متفاوت بودن بهم فش میدین؟خب بابا فهمیدیم احمقید حالا سیکتیر کنید ,1
پیانو، فیلم بی‌نقصی نیست، ولی برای من ملموس‌ترین تصویر از عشق است.,0
 همیشه دوست داشتم نقاش بشماما هیچ وقت فرصتی براش مهیانکردمزیباست ایشالا گالری نقاشی های دیگه تون,0
هرکس به وسعت تفکرش شاید ازاد هست به وسعت قلبش عاشق به وسعت خندهاش زندگی,0
 یذره ناعادلانه نیست ی طرف به خوش‌گذرونی‌هاش رسیده باشه اون طرف دیگه بیاد اولین عشقشو که صد برابر شدیدتره بریزه پاش؟,0
عاشقان #مریم_رجوی که قرار است با ده ماده ای مرحوم مسعود برایمان ازادی بیان به ارمغان بیارنما کلا از هرکی سوال کردیم صدامونو خفه کرداما غافل از اینکه چراغی را که ایزد برافروزد ..#مجاهدین_خلق #___ ,0
 دوست عزیز دلار از ۷۵ ریال طی ۵ سال به ۶۹ ریال رسیداینکه در کشور رو به رشد باید تورم باشه چیز جدیدی بود.این قیمت دلار برای کشورهای مصرف کننده مثل ایران نشون از تورم منفی داره,0
نمی‌دونم در گذر زمان انقد کودن شدین یا کلا از اول مدلتون همین بوده.,1
 : وقتی به زور بخوای ملت رو ببری بهشت بالاخره یه جای قضیه شروع به باد دادن میکنه دیگه! ,0
 متنفرم از این حرکتفریدون کناریا اهل این کارها هستن خیلی شکار میکنن,1
این خبر از تلخ ترین خبرهای امروز بود،کاش قدر جوان های با انگیزه را بیشتر داشتیم، البته در این دو توئیت حقایقی نهفته است...خسته نباشی عزیز...#اصفهان_شهر_نخبه_کش ,0
 : عشق صیدی ستکه تیرت به خطا هم برودلذتش کنجِ دلتتا به ابد خواهد ماند ...#شعر#دلنوشته#عشق#سعدی,0
یک پسری عاشق یک دختری شده بودولی اون‌دختره خودش عاشق یه دختر دیگه‌ای بود.پایان:),0
 هنوز بی خبرم اما ضد یه احمق کودتا کردن,1
 نخیر اینا نماد بارز عشق و عاشقی هستن تماااام,0
 خواهرش مگه چندسالست ؟بچه تو اون سن کم کتاب داستان فقط میتونه بخونه چرا نسل دهه ۹۰ اینقدر توهمات دارن ؟؟ برام سواله,0
یاد دستخط یکی افتادم که با یاداوریش تو قلبم رخت میشورنواسم هی تو دفتر و کتابام شعرای قشنگ می نوشتبه جز دستخطش انتخاب شعرشم تودل خالی کن بود,0
جنگ و‌ صلح سوییت فرانسوی صد سال تنهایی کنت مونت کریستونود درصد کتابای پائولو کوئلو ,0
 همچنان باید جملهٔ خودم رو تکرار کنم. بهتر است خاموش باشی و همگان فکر کنند احمقی، تا این‌که دهن بگشایی و تردیدها را از میان ببری.,1
احمقانه ترین کاری که ما میتونیم انجام بدیم اهمیت دادن به مردمه به افکارشون،به حرفاشون و ..تو اگه هزارتا کار خوب انجام بدی اما قبلا یه کار اشتباه انجام داده باشی بازم یه نفر پیدا میشه که بگه این همونه که تو فلان تاریخ فلان روزِ هفته فلان ساعت اون کارو انجام داد !,1
 آخرش هم به من بی سواد نگفتن که فعال مدنی یا فعال محیط زیست کیست ؟,1
 کی؟ عزیزدل سحر دولت شاهی؟نه بچه تازه حس می کنم خیلیم فرندلی طور باید باشه ,0
 زنده باشی برادر عزیزدعا کنید درگیر لهو و لعب دنیا نشویم و راه رزمندگان رو ادامه بدیم.,0
 دمت گرم که خبرهای بروز رو سریع به اطلاعمون می رسونی...کارت محشره.,0
دو گروه از آدما رو اگر قدرت دستم بود آویزونشون می کردم یکی اون غرب زده هایی که چون یه نفر خارجیه هر گهی بخوره میگن حتما بهتر از ماست یکی دیگه اینایی که دنباله روی سلبریتیای دوزاری و بی سواد حکومتی ان یعنی اینستاگرام طرفو باز کنی یا احسان خواجه امیری میاد یا ترلان پروانه و برانکو,1
جواب من ازت حامله ام عزیزم از ترس ریدن توو خودتون نیس جوابش اینه : من عقیمم عمه ننه!!!,0
برای خوشبخت شدن لازم نیست راه های خوشبختی رو بشناسین کافیه راه های بدبخت شدنو نرید,1
تو این هوای بارونی بهتره آدم کنار عشق واقعیش باشه.واسه همین دلم نمیخواد رختخواب عزیزمو ترک کنم.تنها موجودیه که دوریش دردناکهمخصوصا سر صبح,0
 حاجی شما چی شد که مغزت کار افتاد و رفتی؟ به تشویق اطرافیان، یا عقل؟ عالی میشد یه بار فرایند مهاجرت رو شرح بدی بفهمیم چه کار بکنیم ..,0
از اینکه روزا دارن میگذرن و من هیچ غلطی نمیتونم بکنم متنفرم,1
 بهترین تعریفو گفتیمنم اگه بگن برو جهنم ولی کارت معافی میدیم قبول میکنم,0
 کریم که رستگار شد، بهترین ازدواج تاریخ فوتبال ایران برا کریمه,0
 منکه به ایی دم بریده اصن رای نمیدم ، خیلی بیشعوره,1
 از جفتشون متنفرم و دوس دارم من سیتی ببره ,1
یه احمقی توی یکی از این گروه‌های انیمه و مانگا، شماره‌اش رو به همراه کد تایید تلگرام گذاشته تو گروه و داره بحث می‌کنه که استفاده از تلگرام و ایمیل و اینطور چیزها جزء حریم خصوصی به حساب نمیان چونکه ظرف چند ثانیه می‌شه یه جدیدش رو ساخت!!!!,1
 تر زدي ؟ برو باو كيرم دهنت اسكل دوتا كسشعر ميگي فك كردي حرفاي تهاجمي تخريبي ميزني كوني مثه خرس لندهوري بابات خرجتو ميده چشم مداري ببيني يكي ديگه كارش چيه فكر كردي همه خايه مالن بدبختتتتت,1
